Symbol,Company,Industry,Market Cap
SYK,Stryker,Health Care Equipment & Supplies,96.98B
SYN,Synthetic Biologics,Biotechnology,49.67M
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,9.66B
SYNH,Syneos Health,Life Sciences Tools & Services,10.29B
SYNL,Synalloy,Metals & Mining,138.24M
SYPR,Sypris Solutions,Auto Components,60.61M
SYRS,Syros Pharmaceuticals,Biotechnology,246.24M
SYTA,Siyata Mobile,Communications Equipment,18.60M
SYY,Sysco,Food & Staples Retailing,39.02B
T,AT&T,Diversified Telecommunication Services,177.92B
TA,TravelCenters of America,Specialty Retail,825.06M
TAC,TransAlta,Independent Power and Renewable Elect...,2.85B
TACA,Trepont Acquisition I,Blank Check / SPAC,287.07M
TACO,Del Taco Restaurants,"Hotels, Restaurants & Leisure",301.61M
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",111.35M
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",27.53M
TAK,Takeda Pharmaceutical,Pharmaceuticals,43.46B
TAL,TAL Education Group,Diversified Consumer Services,3.46B
TALK,Talkspace,Medical Care Facilities,324.89M
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",861.39M
TALS,Talaris Therapeutics,Biotechnology,518.73M
TANH,Tantech Holdings,Chemicals,36.51M
TAOP,Taoping,IT Services,44.68M
TAP,Molson Coors Beverage,Beverages,10.37B
TARA,Protara Therapeutics,Biotechnology,79.04M
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,2.04B
TARS,Tarsus Pharmaceuticals,Biotechnology,542.36M
TASK,TaskUs,Information Technology Services,4.21B
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",155.36M
TATT,TAT Technologies,Aerospace & Defense,57.56M
TAYD,Taylor Devices,Machinery,39.37M
TBBK,"The Bancorp, Inc.",Banks,1.76B
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,518.03M
TBI,TrueBlue,Professional Services,953.36M
TBK,Triumph Bancorp,Banks,3.31B
TBLA,Taboola,Internet Content & Information,1.93B
TBLD,Thornburg Income Builder Opportunities Trust,n/a,0.00
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",51.91M
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,246.06M
TBPH,Theravance Biopharma,Pharmaceuticals,615.38M
TBSA,TB SA Acquisition,Blank Check / SPAC,244.00M
TC,TuanChe,Internet Content & Information,36.39M
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,247.00M
TCBC,TC Bancshares,Banks-Regional,64.95M
TCBI,Texas Capital Bancshares,Banks,3.08B
TCBK,TriCo Bancshares,Banks,1.35B
TCBS,Texas Community Bancshares,Banks-Regional,50.46M
TCBX,Third Coast Bancshares,Banks-Regional,332.97M
TCDA,Tricida,Pharmaceuticals,417.21M
TCFC,Community Financial Corporation,Banks,226.55M
TCI,Transcontinental Realty Investors,Real Estate Management & Development,335.21M
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,431.15M
TCN,Tricon Residential,Real Estate Services,0.00
TCOM,Trip.com Group,Internet & Direct Marketing Retail,19.15B
TCON,TRACON Pharmaceuticals,Biotechnology,47.84M
TCPC,Blackrock TCP Capital,Capital Markets,782.17M
TCRR,TCR2 Therapeutics,Biotechnology,208.49M
TCRX,TScan Therapeutics,Biotechnology,195.44M
TCS,Container Store Group,Specialty Retail,638.14M
TCVA,TCV Acquisition,Blank Check / SPAC,508.44M
TCX,Tucows,IT Services,919.95M
TD,Toronto-Dominion Bank,Banks,136.05B
TDC,Teradata,Software,4.76B
TDCX,TDCX,Specialty Business Services,3.24B
TDG,TransDigm Group,Aerospace & Defense,34.58B
TDOC,Teladoc Health,Health Care Technology,16.42B
TDS,Telephone & Data Systems,Wireless Telecommunication Services,2.22B
TDUP,ThredUp,Internet Retail,1.82B
TDW,Tidewater,Energy Equipment & Services,476.36M
TDY,Teledyne Technologies,Aerospace & Defense,20.47B
TEAM,Atlassian,Software,97.86B
TECH,Bio-Techne,Life Sciences Tools & Services,18.53B
TECK,Teck Resources,Metals & Mining,14.63B
TEDU,Tarena International,Diversified Consumer Services,40.90M
TEF,Telefonica,Diversified Telecommunication Services,25.31B
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,306.25M
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",52.56B
TELA,TELA Bio,Health Care Equipment & Supplies,179.12M
TELL,Tellurian,"Oil, Gas & Consumable Fuels",1.69B
TEN,Tenneco,Auto Components,986.18M
TENB,Tenable Holdings,Software,5.45B
TENX,Tenax Therapeutics,Biotechnology,32.01M
TEO,Telecom Argentina,Diversified Telecommunication Services,2.20B
TER,Teradyne,Semiconductors & Semiconductor Equipment,24.22B
TERN,Terns Pharmaceuticals,Biotechnology,193.00M
TESS,TESSCO Technologies,Communications Equipment,50.66M
TETC,Tech & Energy Transition,Blank Check / SPAC,470.66M
TEVA,Teva Pharmaceutical,Pharmaceuticals,9.86B
TEX,Terex,Machinery,3.32B
TFC,Truist Financial,Banks,83.67B
TFFP,TFF Pharmaceuticals,Pharmaceuticals,181.92M
TFII,TFI International,Road & Rail,10.26B
TFSL,TFS Financial,Thrifts & Mortgage Finance,5.48B
TFX,Teleflex,Health Care Equipment & Supplies,14.76B
TG,Tredegar,Chemicals,382.30M
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",217.69M
TGB,Taseko Mines,Metals & Mining,597.78M
TGH,Textainer Group Holdings,Trading Companies & Distributors,1.71B
TGI,Triumph Group,Aerospace & Defense,1.34B
TGLS,Tecnoglass,Construction Materials,1.58B
TGNA,Tegna,Media,4.67B
TGP,Teekay LNG Partners,"Oil, Gas & Consumable Fuels",1.47B
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",724.59M
TGT,Target,Multiline Retail,120.92B
TGTX,TG Therapeutics,Biotechnology,3.36B
TH,Target Hospitality,"Hotels, Restaurants & Leisure",402.26M
THC,Tenet Healthcare,Health Care Providers & Services,8.46B
THCA,Tuscan Holdings Corp. II,Shell Companies,197.59M
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,279.45M
THFF,First Financial Corporation,Banks,580.27M
THG,Hanover Insurance Group,Insurance,4.59B
THM,International Tower Hill Mines,Metals & Mining,150.57M
THMA,Thimble Point Acquisition,Blank Check / SPAC,344.31M
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,14.88M
THO,Thor Industries,Automobiles,6.15B
THR,Thermon Group Holdings,Electrical Equipment,611.32M
THRM,Gentherm,Auto Components,2.93B
THRN,Thorne HealthTech,Packaged Foods,415.37M
THRX,Theseus Pharmaceuticals,Biotechnology,642.08M
THRY,Thryv Holdings,Media,1.25B
THS,TreeHouse Foods,Food Products,2.18B
THTX,Theratechnologies,Biotechnology,326.53M
TIG,Trean Insurance Group,Biotechnology,499.47M
TIGO,Millicom International Cellular,Wireless Telecommunication Services,3.45B
TIGR,UP Fintech Holding,Capital Markets,999.42M
TIL,Instil Bio,Biotechnology,2.25B
TILE,Interface,Commercial Services & Supplies,965.55M
TIMB,TIM S.A.,Telecom Services,5.90B
TINV,Tiga Acquisition,Blank Check / SPAC,348.80M
TIOA,Tio Tech A,Blank Check / SPAC,423.06M
TIPT,Tiptree,Insurance,506.81M
TIRX,Tian Ruixiang Holdings,Insurance Brokers,31.09M
TISI,"Team, Inc.",Commercial Services & Supplies,44.92M
TITN,Titan Machinery,Trading Companies & Distributors,828.69M
TIVC,Tivic Health Systems,Medical Devices,31.86M
TIXT,TELUS International,Software-Infrastructure,9.09B
TJX,TJX Companies,Specialty Retail,84.41B
TK,Teekay Corporation,"Oil, Gas & Consumable Fuels",355.50M
TKAT,Takung Art,Interactive Media & Services,58.15M
TKC,Turkcell,Wireless Telecommunication Services,3.42B
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,638.11M
TKR,Timken,Machinery,5.48B
TLGA,TLG Acquisition One,Blank Check / SPAC,488.00M
TLIS,Talis Biomedical,Medical Devices,119.82M
TLK,Telkom Indonesia,Diversified Telecommunication Services,26.43B
TLMD,SOC Telemed,Medical Care Facilities,209.24M
TLRY,Tilray,Pharmaceuticals,4.82B
TLS,Telos,Software,1.15B
TLSA,Tiziana Life Sciences,Biotechnology,126.50M
TLYS,Tilly's,Specialty Retail,528.44M
TM,Toyota Motor,Automobiles,256.65B
TMAC,Music Acquisition,Blank Check / SPAC,280.46M
TMBR,Timber Pharmaceuticals,Biotechnology,27.37M
TMC,TMC the metals company,Other Industrial Metals & Mining,721.96M
TMCI,Treace Medical Concepts,Medical Devices,929.19M
TMDI,Titan Medical,Health Care Equipment & Supplies,83.05M
TMDX,TransMedics Group,Health Care Equipment & Supplies,616.43M
TME,Tencent Music Entertainment,Entertainment,13.04B
TMHC,Taylor Morrison Home,Household Durables,4.11B
TMKR,Tastemaker Acquisition,Blank Check / SPAC,340.86M
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,247.10B
TMP,Tompkins Financial,Banks,1.25B
TMPM,Turmeric Acquisition,Blank Check / SPAC,123.94M
TMQ,Trilogy Metals,Metals & Mining,267.36M
TMST,TimkenSteel,Metals & Mining,788.78M
TMUS,T-Mobile US,Wireless Telecommunication Services,143.75B
TMX,Terminix Global Holdings,Personal Services,4.76B
TNC,Tennant Company,Machinery,1.55B
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,8.11B
TNET,TriNet Group,Professional Services,6.99B
TNGX,Tango Therapeutics,Biotechnology,957.92M
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",405.26M
TNL,Travel + Leisure,"Hotels, Restaurants & Leisure",4.73B
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",157.28M
TNXP,Tonix Pharmaceuticals,Biotechnology,235.09M
TNYA,Tenaya Therapeutics,Biotechnology,763.48M
TOI,The Oncology Institute,Shell Companies,199.09M
TOL,Toll Brothers,Household Durables,7.96B
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,23.96M
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",44.86M
TOST,Toast,Software-Infrastructure,23.12B
TOUR,Tuniu Corporation,"Hotels, Restaurants & Leisure",137.10M
TOWN,TowneBank,Banks,2.44B
TPB,Turning Point Brands,Tobacco,706.61M
TPBA,TPB Acquisition I,Blank Check / SPAC,219.60M
TPC,Tutor Perini,Construction & Engineering,715.01M
TPGS,TPG Pace Solutions,Blank Check / SPAC,386.92M
TPGY,TPG Pace Beneficial Finance,Shell Companies,459.81M
TPH,TRI Pointe Homes,Household Durables,2.90B
TPHS,Trinity Place Holdings,Real Estate Management & Development,67.45M
TPIC,TPI Composites,Electrical Equipment,739.00M
TPL,Texas Pacific Land Corporation,"Oil, Gas & Consumable Fuels",10.02B
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",12.55B
TPST,Tempest Therapeutics,Biotechnology,65.99M
TPTX,Turning Point Therapeutics,Biotechnology,1.95B
TPVG,TriplePoint Venture Growth BDC,Capital Markets,581.88M
TPX,Tempur Sealy International,Household Durables,8.38B
TR,Tootsie Roll Industries,Food Products,2.17B
TRC,Tejon Ranch,Real Estate Management & Development,524.56M
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,259.70M
TRDA,Entrada Therapeutics,Biotechnology,727.46M
TREB,Trebia Acquisition,Blank Check / SPAC,642.99M
TREC,Trecora Resources,Chemicals,212.30M
TREE,LendingTree,Thrifts & Mortgage Finance,1.60B
TREX,Trex Company,Building Products,15.23B
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",12.68B
TRHC,Tabula Rasa HealthCare,Health Care Technology,312.74M
TRI,Thomson Reuters,Professional Services,59.01B
TRIB,Trinity Biotech,Health Care Equipment & Supplies,37.66M
TRIN,Trinity Capital,Asset Management,457.00M
TRIP,TripAdvisor,Interactive Media & Services,3.94B
TRIT,Triterras,Information Technology Services,401.00M
TRKA,Troika Media Group,Advertising Agencies,68.41M
TRMB,Trimble,"Electronic Equipment, Instruments & C...",21.56B
TRMD,Torm PLC,Oil & Gas Midstream,617.26M
TRMK,Trustmark,Banks,2.10B
TRMR,Tremor International,Advertising Agencies,1.21B
TRN,Trinity Industries,Machinery,2.85B
TRNO,Terreno Realty,"Equity Real Estate 
Investment Trusts...",5.84B
TRNS,Transcat,Trading Companies & Distributors,710.71M
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,228.36M
TROO,TROOPS,"Electronic Equipment, Instruments & C...",568.89M
TROW,T. Rowe Price Group,Capital Markets,46.55B
TROX,Tronox Holdings,Chemicals,3.69B
TRP,TC Energy,"Oil, Gas & Consumable Fuels",47.78B
TRQ,Turquoise Hill Resources,Metals & Mining,3.05B
TRS,TriMas Corporation,Machinery,1.53B
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,658.27M
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,33.14M
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,364.13M
TRTN,Triton International,Trading Companies & Distributors,4.06B
TRTX,TPG RE Finance Trust,"Mortgage Real Estate Investment 
Trus...",1.01B
TRU,TransUnion,Professional Services,21.71B
TRUE,TrueCar,Interactive Media & Services,321.82M
TRUP,Trupanion,Insurance,5.14B
TRV,Travelers,Insurance,39.59B
TRVG,Trivago,Interactive Media & Services,886.67M
TRVI,Trevi Therapeutics,Pharmaceuticals,25.85M
TRVN,Trevena,Biotechnology,110.55M
TRX,Tanzanian Gold,Metals & Mining,105.03M
TS,Tenaris,Energy Equipment & Services,13.08B
TSAT,Telesat,Media,1.07B
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,234.37M
TSC,TriState Capital Holdings,Banks,1.00B
TSCO,Tractor Supply,Specialty Retail,25.49B
TSE,Trinseo,Chemicals,2.07B
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,3.89B
TSHA,Taysha Gene Therapies,Biotechnology,487.27M
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,368.25M
TSLA,Tesla,Automobiles,"1,119.73B"
TSLX,Sixth Street Specialty Lending,Capital Markets,1.77B
TSM,Taiwan Semiconductor,Semiconductors & Semiconductor Equipment,624.25B
TSN,Tyson Foods,Food Products,30.35B
TSP,TuSimple Holdings,Trucking,7.74B
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,566.58M
TSQ,Townsquare Media,Media,212.27M
TSRI,"TSR, Inc.",IT Services,18.21M
TSVT,2seventy Bio,Drug Manufacturers-General,752.66M
TT,Trane Technologies,Building Products,46.34B
TTC,Toro Company,Machinery,11.04B
TTCF,Tattooed Chef,Packaged Foods,1.39B
TTD,The Trade Desk,Software,48.95B
TTE,TotalEnergies,"Oil, Gas & Consumable Fuels",128.43B
TTEC,TTEC Holdings,IT Services,4.05B
TTEK,Tetra Tech,Commercial Services & Supplies,10.12B
TTGT,TechTarget,Media,2.87B
TTI,TETRA Technologies,Energy Equipment & Services,377.65M
TTM,Tata Motors,Automobiles,24.96B
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1.49B
TTNP,Titan Pharmaceuticals,Pharmaceuticals,14.17M
TTOO,T2 Biosystems,Biotechnology,100.38M
TTSH,Tile Shop Holdings,Specialty Retail,397.56M
TTWO,Take-Two Interactive,Entertainment,18.95B
TU,TELUS Corporation,Diversified Telecommunication Services,31.11B
TUEM,Tuesday Morning,Discount Stores,234.15M
TUFN,Tufin Software Technologies,Software,324.31M
TUGC,TradeUP Global,Blank Check / SPAC,57.48M
TUP,Tupperware Brands,Household Durables,768.89M
TURN,180 Degree Capital,Capital Markets,78.32M
TUSK,Mammoth Energy Services,Energy Equipment & Services,84.50M
TUYA,Tuya,Software-Infrastructure,2.88B
TV,Grupo Televisa,Media,5.46B
TVAC,Thayer Ventures Acquisition,Blank Check / SPAC,218.23M
TVTX,Travere Therapeutics,Biotechnology,1.78B
TVTY,Tivity Health,Health Care Providers & Services,1.30B
TW,Tradeweb Markets,Capital Markets,22.19B
TWCB,Bilander Acquisition,Blank Check / SPAC,196.00M
TWI,Titan International,Machinery,482.82M
TWIN,Twin Disc,Machinery,179.03M
TWKS,Thoughtworks Holding,Information Technology Services,8.39B
TWLO,Twilio,IT Services,50.16B
TWLV,Twelve Seas Investment II,Blank Check / SPAC,431.83M
TWND,Tailwind Acquisition,Blank Check / SPAC,411.09M
TWNI,Tailwind International Acquisition,Blank Check / SPAC,421.76M
TWNK,Hostess Brands,Food Products,2.47B
TWNT,Tailwind Two Acquisition,Blank Check / SPAC,427.80M
TWO,Two Harbors Investment,"Mortgage Real Estate Investment 
Trus...",2.08B
TWOA,two,Blank Check / SPAC,270.42M
TWOU,"2U, Inc",Software,1.76B
TWST,Twist Bioscience,Biotechnology,4.86B
TWTR,Twitter,Interactive Media & Services,37.37B
TX,Ternium,Metals & Mining,7.67B
TXG,10X Genomics,Life Sciences Tools & Services,16.38B
TXMD,TherapeuticsMD,Pharmaceuticals,245.82M
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,176.80B
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",6.16B
TXT,Textron,Aerospace & Defense,16.85B
TYG,Tortoise Energy Infrastructure,Asset Management,347.79M
TYL,Tyler Technologies,Software,21.40B
TYME,Tyme Technologies,Biotechnology,142.53M
TYRA,Tyra Biosciences,Biotechnology,792.30M
TZOO,Travelzoo,Interactive Media & Services,123.53M
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,352.19M
U,Unity Software,Software,50.94B
UA,Under Armour,"Textiles, Apparel & Luxury Goods",10.99B
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",10.86B
UAL,United Airlines,Airlines,15.16B
UAMY,United States Antimony,Metals & Mining,66.81M
UAN,CVR Partners,Chemicals,863.90M
UAVS,AgEagle Aerial Systems,Machinery,168.32M
UBA,Urstadt Biddle Properties,"Equity Real Estate 
Investment Trusts...",804.22M
UBCP,United Bancorp,Banks,92.34M
UBER,Uber Technologies,Road & Rail,82.71B
UBFO,United Security Bancshares,Banks,137.87M
UBOH,United Bancshares,Banks,92.90M
UBP,Urstadt Biddle Properties,"Equity Real Estate 
Investment Trusts...",778.28M
UBS,UBS Group,Capital Markets,60.30B
UBSI,United Bankshares,Banks,5.05B
UBX,Unity Biotechnology,Biotechnology,133.05M
UCBI,United Community Banks,Banks,3.29B
UCL,uCloudlink Group,Telecom Services,87.08M
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,2.54B
UDMY,Udemy,Education & Training Services,3.71B
UDR,"UDR, Inc.","Equity Real Estate 
Investment Trusts...",17.49B
UE,Urban Edge Properties,"Equity Real Estate 
Investment Trusts...",2.20B
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",1.15B
UEIC,Universal Electronics,Household Durables,505.59M
UEPS,Net 1 UEPS Technologies,IT Services,277.00M
UFAB,Unique Fabricating,Auto Components,28.98M
UFCS,United Fire Group,Insurance,565.83M
UFI,"Unifi, Inc.","Textiles, Apparel & Luxury Goods",418.38M
UFPI,UFP Industries,Building Products,5.63B
UFPT,UFP Technologies,Containers & Packaging,554.99M
UFS,Domtar,Paper & Forest Products,2.79B
UG,United-Guardian,Personal Products,77.51M
UGI,UGI Corporation,Gas Utilities,9.37B
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2.65B
UGRO,Urban-gro,Farm & Heavy Construction Machinery,123.40M
UHAL,Amerco,Road & Rail,14.30B
UHS,Universal Health Services,Health Care Providers & Services,10.35B
UHT,Universal Health Realty Income Trust,"Equity Real Estate 
Investment Trusts...",805.70M
UI,Ubiquiti,Communications Equipment,18.31B
UIHC,United Insurance Holdings,Insurance,200.27M
UIS,Unisys,IT Services,1.25B
UK,Ucommune International,Real Estate Services,69.91M
UL,Unilever PLC,Personal Products,134.36B
ULBI,Ultralife,Electrical Equipment,91.34M
ULCC,Frontier Group Holdings,Airlines,3.30B
ULH,Universal Logistics Holdings,Road & Rail,570.80M
ULTA,Ulta Beauty,Specialty Retail,21.92B
UMBF,UMB Financial,Banks,5.24B
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,27.64B
UMH,UMH Properties,"Equity Real Estate 
Investment Trusts...",1.15B
UMPQ,Umpqua Holdings,Banks,4.37B
UNAM,Unico American,Insurance,15.97M
UNB,Union Bankshares,Banks,143.14M
UNCY,Unicycive Therapeutics,Biotechnology,41.17M
UNF,UniFirst,Commercial Services & Supplies,3.73B
UNFI,United Natural Foods,Food & Staples Retailing,2.92B
UNH,UnitedHealth,Health Care Providers & Services,418.13B
UNIT,Uniti Group,"Equity Real Estate 
Investment Trusts...",3.27B
UNM,Unum Group,Insurance,5.30B
UNP,Union Pacific,Road & Rail,158.75B
UNTY,Unity Bancorp,Banks,277.42M
UNVR,Univar Solutions,Trading Companies & Distributors,4.92B
UONE,Urban One,Media,218.53M
UONEK,Urban One,Media,213.45M
UP,Wheels Up,Airports & Air Services,1.14B
UPC,Universe Pharmaceuticals,Biotechnology,51.16M
UPH,UpHealth,Health Information Services,380.82M
UPLD,Upland Software,Software,643.20M
UPS,United Parcel Service,Air Freight & Logistics,184.94B
UPST,Upstart Holdings,Consumer Finance,16.02B
UPTD,TradeUP Acquisition,Blank Check / SPAC,52.53M
UPWK,Upwork,Professional Services,4.99B
URBN,Urban Outfitters,Specialty Retail,3.32B
URG,Ur-Energy,"Oil, Gas & Consumable Fuels",350.25M
URGN,UroGen Pharma,Biotechnology,273.83M
URI,United Rentals,Trading Companies & Distributors,27.09B
UROY,Uranium Royalty,Uranium,392.78M
USAC,USA Compression Partners,Energy Equipment & Services,1.50B
USAK,USA Truck,Road & Rail,178.01M
USAP,Universal Stainless & Alloy Products,Metals & Mining,79.07M
USAS,Americas Gold & Silver,Metals & Mining,145.32M
USAU,U.S. Gold Corp,Metals & Mining,71.40M
USB,U.S. Bancorp,Banks,90.03B
USCB,U.S. Century Bank,Banks-Regional,281.51M
USDP,USD Partners,"Oil, Gas & Consumable Fuels",167.99M
